DrugIndex,DrugID,Drug_Name,target_id,gene,uniprot,target_name,action_type,source,organism,moa
1848,DMPAZHC,Cabazitaxel,TUBB2B,TUBB2B,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1848,DMPAZHC,Cabazitaxel,TUBB3,TUBB3,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1848,DMPAZHC,Cabazitaxel,TUBB4A,TUBB4A,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1848,DMPAZHC,Cabazitaxel,TUBB4B,TUBB4B,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1848,DMPAZHC,Cabazitaxel,TUBB6,TUBB6,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1848,DMPAZHC,Cabazitaxel,TUBB8,TUBB8,P07437|Q9H4B7|Q13885|Q9BVA1|Q13509|P04350|P68371|Q9BUF5|Q3ZCM7,Tubulin beta,INHIBITOR,DrugCentral,Homo sapiens,1.0
1849,DMPC1J7,Clofibrate,PPARA,PPARA,Q07869,Peroxisome proliferator-activated receptor alpha,AGONIST,DrugCentral,Homo sapiens,1.0
1850,DMPCG2L,Flumazenil,GABRA1,GABRA1,P14867,Gamma-aminobutyric acid receptor subunit alpha-1,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRA2,GABRA2,P47869,Gamma-aminobutyric acid receptor subunit alpha-2,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRA3,GABRA3,P34903,Gamma-aminobutyric acid receptor subunit alpha-3,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRA4,GABRA4,P48169,Gamma-aminobutyric acid receptor subunit alpha-4,ALLOSTERIC ANTAGONIST,DrugCentral,Homo sapiens,1.0
1850,DMPCG2L,Flumazenil,GABRA5,GABRA5,P31644,Gamma-aminobutyric acid receptor subunit alpha-5,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRA6,GABRA6,P18507|P28472|Q16445,GABA-A receptor alpha-6/beta-3/gamma-2,ALLOSTERIC ANTAGONIST,DrugCentral,Homo sapiens,1.0
1850,DMPCG2L,Flumazenil,GABRB1,GABRB1,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRB2,GABRB2,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRB3,GABRB3,P18507|P28472|P47869,GABA-A receptor alpha-2/beta-3/gamma-2,ALLOSTERIC ANTAGONIST,DrugCentral,Homo sapiens,1.0
1850,DMPCG2L,Flumazenil,GABRD,GABRD,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRE,GABRE,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRG1,GABRG1,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRG2,GABRG2,P18507|P28472|P47869,GABA-A receptor alpha-2/beta-3/gamma-2,ALLOSTERIC ANTAGONIST,DrugCentral,Homo sapiens,1.0
1850,DMPCG2L,Flumazenil,GABRG3,GABRG3,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRP,GABRP,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,,DrugCentral,Homo sapiens,
1850,DMPCG2L,Flumazenil,GABRQ,GABRQ,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,,DrugCentral,Homo sapiens,
1851,DMPDW6T,Epirubicin,FYN,FYN,P06241,Tyrosine-protein kinase Fyn,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,ADRA1B,ADRA1B,P35368,Alpha-1B adrenergic receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,ADRB1,ADRB1,P08588,Beta-1 adrenergic receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,ADRB2,ADRB2,P07550,Beta-2 adrenergic receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,AOX1,AOX1,Q06278,Aldehyde oxidase,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,CHRM5,CHRM5,P08912,Muscarinic acetylcholine receptor M5,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,DRD1,DRD1,P21728,D(1A) dopamine receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,DRD2,DRD2,P14416,D(2) dopamine receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1855,DMPFN6Y,Olanzapine,DRD3,DRD3,P35462,D(3) dopamine receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,DRD4,DRD4,P21917,D(4) dopamine receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,DRD5,DRD5,P21918,D(1B) dopamine receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,GFER,GFER,P55789,FAD-linked sulfhydryl oxidase ALR,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,H1F0,H1F0,P07305,Histone H1.0,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HRH1,HRH1,P35367,Histamine H1 receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HRH2,HRH2,P25021,Histamine H2 receptor,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR1B,HTR1B,P28222,5-hydroxytryptamine receptor 1B,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR1D,HTR1D,P28221,5-hydroxytryptamine receptor 1D,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR1E,HTR1E,P28566,5-hydroxytryptamine receptor 1E,AGONIST,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR1F,HTR1F,P30939,5-hydroxytryptamine receptor 1F,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1855,DMPFN6Y,Olanzapine,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,ANTAGONIST,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR3A,HTR3A,P46098,5-hydroxytryptamine receptor 3A,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR5A,HTR5A,P47898,5-hydroxytryptamine receptor 5A,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,HTR7,HTR7,P34969,5-hydroxytryptamine receptor 7,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1855,DMPFN6Y,Olanzapine,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
1856,DMPFWO6,Halazepam,GABRA1,GABRA1,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRA2,GABRA2,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRA3,GABRA3,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRA4,GABRA4,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRA5,GABRA5,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRA6,GABRA6,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRB1,GABRB1,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRB2,GABRB2,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRB3,GABRB3,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRD,GABRD,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRE,GABRE,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRG1,GABRG1,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRG2,GABRG2,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRG3,GABRG3,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRP,GABRP,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1856,DMPFWO6,Halazepam,GABRQ,GABRQ,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABA-A receptor; anion channel,POSITIVE ALLOSTERIC MODULATOR,DrugCentral,Homo sapiens,1.0
1857,DMPGHY8,Roflumilast,PDE4A,PDE4A,P27815,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",,DrugCentral,Homo sapiens,
1857,DMPGHY8,Roflumilast,PDE4B,PDE4B,Q07343,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",,DrugCentral,Homo sapiens,
1857,DMPGHY8,Roflumilast,PDE4C,PDE4C,P27815|Q07343|Q08493|Q08499,Phosphodiesterase 4,INHIBITOR,DrugCentral,Homo sapiens,1.0
1857,DMPGHY8,Roflumilast,PDE4D,PDE4D,Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",,DrugCentral,Homo sapiens,
1859,DMPGR1E,Clascoterone,AR,AR,P10275,Androgen receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,ADRB1,ADRB1,P08588,Beta-1 adrenergic receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1860,DMPGUCF,Dopamine,ADRB2,ADRB2,P07550,Beta-2 adrenergic receptor,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,DBH,DBH,P09172,Dopamine beta-hydroxylase,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,DRD1,DRD1,P21728,D(1A) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,DRD2,DRD2,P14416,D(2) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,DRD3,DRD3,P35462,D(3) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,DRD4,DRD4,P21917,D(4) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,DRD5,DRD5,P21918,D(1B) dopamine receptor,AGONIST,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,GFER,GFER,P55789,FAD-linked sulfhydryl oxidase ALR,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,KDM4E,KDM4E,B2RXH2,Lysine-specific demethylase 4E,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,MTNR1A,MTNR1A,P48039,Melatonin receptor type 1A,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,MTNR1B,MTNR1B,P49286,Melatonin receptor type 1B,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1860,DMPGUCF,Dopamine,TAAR1,TAAR1,Q96RJ0,Trace amine-associated receptor 1,,DrugCentral,Homo sapiens,
1861,DMPGVKM,Ropeginterferon alfa-2b,IFNAR1,IFNAR1,P17181|P48551,Interferon alpha/beta receptor,BINDING AGENT,DrugCentral,Homo sapiens,1.0
1861,DMPGVKM,Ropeginterferon alfa-2b,IFNAR2,IFNAR2,P17181|P48551,Interferon alpha/beta receptor,BINDING AGENT,DrugCentral,Homo sapiens,1.0
1863,DMPHWU6,Tandospirone,DRD2,DRD2,P14416,D(2) dopamine receptor,,DrugCentral,Homo sapiens,
1863,DMPHWU6,Tandospirone,DRD4,DRD4,P21917,D(4) dopamine receptor,,DrugCentral,Homo sapiens,
1863,DMPHWU6,Tandospirone,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
1865,DMPHZQE,Chlorpropamide,ABCC8,ABCC8,Q09428|Q14654,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,DrugCentral,Homo sapiens,1.0
1865,DMPHZQE,Chlorpropamide,KCNJ11,KCNJ11,Q09428|Q14654,"Sulfonylurea receptor 1, Kir6.2",BLOCKER,DrugCentral,Homo sapiens,1.0
1866,DMPI6Z0,Zopiclone,GABRA1,GABRA1,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE MODULATOR,DrugCentral,Homo sapiens,1.0
1866,DMPI6Z0,Zopiclone,GABRA3,GABRA3,P18507|P34903|P47870,GABA A receptor alpha-3/beta-2/gamma-2,POSITIVE MODULATOR,DrugCentral,Homo sapiens,1.0
1866,DMPI6Z0,Zopiclone,GABRA5,GABRA5,P18507|P28472|P31644,GABA-A receptor alpha-5/beta-3/gamma-2,POSITIVE MODULATOR,DrugCentral,Homo sapiens,1.0
1866,DMPI6Z0,Zopiclone,GABRB2,GABRB2,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE MODULATOR,DrugCentral,Homo sapiens,1.0
1866,DMPI6Z0,Zopiclone,GABRB3,GABRB3,P18507|P28472|P31644,GABA-A receptor alpha-5/beta-3/gamma-2,POSITIVE MODULATOR,DrugCentral,Homo sapiens,1.0
1866,DMPI6Z0,Zopiclone,GABRG2,GABRG2,P14867|P18507|P47870,GABA-A receptor alpha-1/beta-2/gamma-2,POSITIVE MODULATOR,DrugCentral,Homo sapiens,1.0
1866,DMPI6Z0,Zopiclone,GABRG3,GABRG3,P14867|P47870|Q99928,GABA-A receptor alpha-1/beta-2/gamma-3,POSITIVE MODULATOR,DrugCentral,Homo sapiens,1.0
1867,DMPI98T,Doxepin,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,CHRM5,CHRM5,P08912,Muscarinic acetylcholine receptor M5,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,DRD1,DRD1,P21728,D(1A) dopamine receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,DRD2,DRD2,P14416,D(2) dopamine receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,DRD3,DRD3,P35462,D(3) dopamine receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,HRH1,HRH1,P35367,Histamine H1 receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1867,DMPI98T,Doxepin,HRH2,HRH2,P25021,Histamine H2 receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,HRH4,HRH4,Q9H3N8,Histamine H4 receptor,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,HTR7,HTR7,P34969,5-hydroxytryptamine receptor 7,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,SLC22A1,SLC22A1,O15245,Solute carrier family 22 member 1,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,SLC22A2,SLC22A2,O15244,Solute carrier family 22 member 2,,DrugCentral,Homo sapiens,
1867,DMPI98T,Doxepin,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,INHIBITOR,DrugCentral,Homo sapiens,1.0
1867,DMPI98T,Doxepin,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,INHIBITOR,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,ABCC9,ABCC9,O60706|Q14654,"Sulfonylurea receptor 2, Kir6.2",,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,ADRB1,ADRB1,P08588,Beta-1 adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1868,DMPIBJK,Propafenone,ADRB2,ADRB2,P07550,Beta-2 adrenergic receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,ADRB3,ADRB3,P13945,Beta-3 adrenergic receptor,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,AOX1,AOX1,Q06278,Aldehyde oxidase,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,CYP1A2,CYP1A2,P05177,Cytochrome P450 1A2,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,CYP2D6,CYP2D6,P10635,Cytochrome P450 2D6,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,HCN4,HCN4,Q9Y3Q4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,KCNA5,KCNA5,P22460,Potassium voltage-gated channel subfamily A member 5,BLOCKER,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,KCNJ11,KCNJ11,O60706|Q14654,"Sulfonylurea receptor 2, Kir6.2",,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,KCNK2,KCNK2,O95069,Potassium channel subfamily K member 2,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,KCNK3,KCNK3,O14649,Potassium channel subfamily K member 3,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,SCN1B,SCN1B,Q07699,Sodium channel subunit beta-1,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,SCN2B,SCN2B,O60939,Sodium channel subunit beta-2,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,SCN3B,SCN3B,Q9NY72,Sodium channel subunit beta-3,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,SCN4B,SCN4B,Q8IWT1,Sodium channel subunit beta-4,,DrugCentral,Homo sapiens,
