DrugIndex,DrugID,Drug_Name,target_id,gene,uniprot,target_name,action_type,source,organism,moa
1868,DMPIBJK,Propafenone,SCN5A,SCN5A,Q14524,Sodium channel protein type 5 subunit alpha,BLOCKER,DrugCentral,Homo sapiens,1.0
1868,DMPIBJK,Propafenone,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,SLC22A1,SLC22A1,O15245,Solute carrier family 22 member 1,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,SLC22A2,SLC22A2,O15244,Solute carrier family 22 member 2,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,,DrugCentral,Homo sapiens,
1868,DMPIBJK,Propafenone,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,AKR1B10,AKR1B10,O60218,Aldo-keto reductase family 1 member B10,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,AKR1C3,AKR1C3,P42330,Aldo-keto reductase family 1 member C3,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,ASIC3,ASIC3,Q9UHC3,Acid-sensing ion channel 3,BLOCKER,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,CXCL8,CXCL8,P10145,Interleukin-8,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,CXCR1,CXCR1,P25024,C-X-C chemokine receptor type 1,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,PPARG,PPARG,P37231,Peroxisome proliferator-activated receptor gamma,ANTAGONIST,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,PTGS1,PTGS1,P23219,Prostaglandin G/H synthase 1,INHIBITOR,DrugCentral,Homo sapiens,1.0
1869,DMPIHLS,Diclofenac,PTGS2,PTGS2,P35354,Prostaglandin G/H synthase 2,INHIBITOR,DrugCentral,Homo sapiens,1.0
1869,DMPIHLS,Diclofenac,TRPA1,TRPA1,O75762,Transient receptor potential cation channel subfamily A member 1,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,TRPM3,TRPM3,Q9HCF6,Transient receptor potential cation channel subfamily M member 3,BLOCKER,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,TTR,TTR,P02766,Transthyretin,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,UGT1A1,UGT1A1,P22309,UDP-glucuronosyltransferase 1-1,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,UGT1A10,UGT1A10,Q9HAW8,UDP-glucuronosyltransferase 1-10,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,UGT1A6,UGT1A6,P19224,UDP-glucuronosyltransferase 1-6,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,UGT1A7,UGT1A7,Q9HAW7,UDP-glucuronosyltransferase 1-7,,DrugCentral,Homo sapiens,
1869,DMPIHLS,Diclofenac,UGT1A9,UGT1A9,O60656,UDP-glucuronosyltransferase 1-9,,DrugCentral,Homo sapiens,
1871,DMPL395,Insulin degludec,INSR,INSR,P06213,Insulin receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1873,DMPM4SK,Methamphetamine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1873,DMPM4SK,Methamphetamine,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1873,DMPM4SK,Methamphetamine,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
1873,DMPM4SK,Methamphetamine,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1873,DMPM4SK,Methamphetamine,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1873,DMPM4SK,Methamphetamine,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,INHIBITOR,DrugCentral,Homo sapiens,
1873,DMPM4SK,Methamphetamine,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,INHIBITOR,DrugCentral,Homo sapiens,1.0
1873,DMPM4SK,Methamphetamine,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,INHIBITOR,DrugCentral,Homo sapiens,
1873,DMPM4SK,Methamphetamine,TAAR1,TAAR1,Q96RJ0,Trace amine-associated receptor 1,AGONIST,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ACHE,ACHE,P22303,Acetylcholinesterase,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ADORA1,ADORA1,P30542,Adenosine receptor A1,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ADORA2A,ADORA2A,P29274,Adenosine receptor A2a,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ADORA3,ADORA3,P0DMS8,Adenosine receptor A3,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ADRB1,ADRB1,P08588,Beta-1 adrenergic receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ADRB3,ADRB3,P13945,Beta-3 adrenergic receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,AGTR2,AGTR2,P50052,Type-2 angiotensin II receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ALPL,ALPL,P05186,"Alkaline phosphatase, tissue-nonspecific isozyme",,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CNR1,CNR1,P21554,Cannabinoid receptor 1,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CYP17A1,CYP17A1,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase",,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CYP19A1,CYP19A1,P11511,Aromatase,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CYP2C19,CYP2C19,P33261,Cytochrome P450 2C19,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CYP2C9,CYP2C9,P11712,Cytochrome P450 2C9,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CYP2D6,CYP2D6,P10635,Cytochrome P450 2D6,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CYP3A4,CYP3A4,P08684,Cytochrome P450 3A4,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CYP51A1,CYP51A1,Q16850,Lanosterol 14-alpha demethylase,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,CYP8B1,CYP8B1,Q9UNU6,7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,DRD1,DRD1,P21728,D(1A) dopamine receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,DRD2,DRD2,P14416,D(2) dopamine receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,DRD3,DRD3,P35462,D(3) dopamine receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,DRD4,DRD4,P21917,D(4) dopamine receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,EGFR,EGFR,P00533,Epidermal growth factor receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ERBB2,ERBB2,P04626,Receptor tyrosine-protein kinase erbB-2,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,FYN,FYN,P06241,Tyrosine-protein kinase Fyn,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,HRH2,HRH2,P25021,Histamine H2 receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,HTR1A,HTR1A,P08908,5-hydroxytryptamine receptor 1A,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,IDO1,IDO1,P14902,"Indoleamine 2,3-dioxygenase 1",,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,MC3R,MC3R,P41968,Melanocortin receptor 3,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,MC4R,MC4R,P32245,Melanocortin receptor 4,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,MC5R,MC5R,P33032,Melanocortin receptor 5,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,MDH1,MDH1,P40925,Malate dehydrogenase cytoplasmic ,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,OPRD1,OPRD1,P41143,Delta-type opioid receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,OPRK1,OPRK1,P41145,Kappa-type opioid receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,OPRM1,OPRM1,P35372,Mu-type opioid receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,ORAI1,ORAI1,Q96D31,Calcium release-activated calcium channel protein 1,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,PTGS2,PTGS2,P35354,Prostaglandin G/H synthase 2,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,TACR1,TACR1,P25103,Substance-P receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,TACR2,TACR2,P21452,Substance-K receptor,,DrugCentral,Homo sapiens,
1874,DMPMYE8,Miconazole,TBXAS1,TBXAS1,P24557,Thromboxane-A synthase,,DrugCentral,Homo sapiens,
1875,DMPN1TW,Dofetilide,KCNH1,KCNH1,O95259,Potassium voltage-gated channel subfamily H member 1,BLOCKER,DrugCentral,Homo sapiens,
1875,DMPN1TW,Dofetilide,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,BLOCKER,DrugCentral,Homo sapiens,1.0
1875,DMPN1TW,Dofetilide,KCNK2,KCNK2,O95069,Potassium channel subfamily K member 2,,DrugCentral,Homo sapiens,
1876,DMPN5IH,Guanfacine,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1876,DMPN5IH,Guanfacine,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,AGONIST,DrugCentral,Homo sapiens,1.0
1876,DMPN5IH,Guanfacine,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,AGONIST,DrugCentral,Homo sapiens,
1876,DMPN5IH,Guanfacine,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,AGONIST,DrugCentral,Homo sapiens,
1876,DMPN5IH,Guanfacine,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1876,DMPN5IH,Guanfacine,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1876,DMPN5IH,Guanfacine,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
1876,DMPN5IH,Guanfacine,NISCH,NISCH,Q9Y2I1,Nischarin,,DrugCentral,Homo sapiens,
1878,DMPO7S1,Potassium iodide,CA4,CA4,P22748,Carbonic anhydrase 4,,DrugCentral,Homo sapiens,
1882,DMPQAGE,Mycophenolate mofetil,IMPDH1,IMPDH1,P20839,Inosine-5'-monophosphate dehydrogenase 1,INHIBITOR,DrugCentral,Homo sapiens,1.0
1882,DMPQAGE,Mycophenolate mofetil,IMPDH2,IMPDH2,P12268,Inosine-5'-monophosphate dehydrogenase 2,INHIBITOR,DrugCentral,Homo sapiens,1.0
1884,DMPRI8G,Buprenorphine,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1884,DMPRI8G,Buprenorphine,OPRD1,OPRD1,P41143,Delta-type opioid receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1884,DMPRI8G,Buprenorphine,OPRK1,OPRK1,P41145,Kappa-type opioid receptor,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1884,DMPRI8G,Buprenorphine,OPRL1,OPRL1,P41146,Nociceptin receptor,,DrugCentral,Homo sapiens,
1884,DMPRI8G,Buprenorphine,OPRM1,OPRM1,P35372,Mu-type opioid receptor,PARTIAL AGONIST,DrugCentral,Homo sapiens,1.0
1885,DMPSB8F,MEPTAZINOL,OPRM1,OPRM1,P35372,Mu-type opioid receptor,PARTIAL AGONIST,DrugCentral,Homo sapiens,1.0
1885,DMPSB8F,MEPTAZINOL,SLC22A1,SLC22A1,O15245,Solute carrier family 22 member 1,,DrugCentral,Homo sapiens,
1889,DMPUIWD,Viloxazine,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,ANTAGONIST,DrugCentral,Homo sapiens,1.0
1889,DMPUIWD,Viloxazine,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1889,DMPUIWD,Viloxazine,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
1890,DMPUOXF,Opipramol,EBP,EBP,Q15125,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",,DrugCentral,Homo sapiens,
1890,DMPUOXF,Opipramol,SIGMAR1,SIGMAR1,Q99720,Sigma non-opioid intracellular receptor 1,,DrugCentral,Homo sapiens,
1891,DMPVRN9,Setmelanotide,MC1R,MC1R,Q01726,Melanocyte-stimulating hormone receptor,AGONIST,DrugCentral,Homo sapiens,
1891,DMPVRN9,Setmelanotide,MC3R,MC3R,P41968,Melanocortin receptor 3,AGONIST,DrugCentral,Homo sapiens,
1891,DMPVRN9,Setmelanotide,MC4R,MC4R,P32245,Melanocortin receptor 4,AGONIST,DrugCentral,Homo sapiens,1.0
1891,DMPVRN9,Setmelanotide,MC5R,MC5R,P33032,Melanocortin receptor 5,AGONIST,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,ABCG2,ABCG2,Q9UNQ0,ATP-binding cassette sub-family G member 2,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,ADRA1A,ADRA1A,P35348,Alpha-1A adrenergic receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,ADRA2C,ADRA2C,P18825,Alpha-2C adrenergic receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,AOX1,AOX1,Q06278,Aldehyde oxidase,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,CHRM1,CHRM1,P11229,Muscarinic acetylcholine receptor M1,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,CHRM3,CHRM3,P20309,Muscarinic acetylcholine receptor M3,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,CHRM4,CHRM4,P08173,Muscarinic acetylcholine receptor M4,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,CHRM5,CHRM5,P08912,Muscarinic acetylcholine receptor M5,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,CYP3A4,CYP3A4,P08684,Cytochrome P450 3A4,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,DRD1,DRD1,P21728,D(1A) dopamine receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,DRD2,DRD2,P14416,D(2) dopamine receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,DRD3,DRD3,P35462,D(3) dopamine receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,DRD5,DRD5,P21918,D(1B) dopamine receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,HRH1,HRH1,P35367,Histamine H1 receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,HRH2,HRH2,P25021,Histamine H2 receptor,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,HTR2A,HTR2A,P28223,5-hydroxytryptamine receptor 2A,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,HTR2B,HTR2B,P41595,5-hydroxytryptamine receptor 2B,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,HTR2C,HTR2C,P28335,5-hydroxytryptamine receptor 2C,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,HTR6,HTR6,P50406,5-hydroxytryptamine receptor 6,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,INHIBITOR,DrugCentral,Homo sapiens,1.0
1892,DMPWB7T,Maprotiline,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
1892,DMPWB7T,Maprotiline,TRPM3,TRPM3,Q9HCF6,Transient receptor potential cation channel subfamily M member 3,BLOCKER,DrugCentral,Homo sapiens,
1896,DMPWSEM,Lercanidipine,CACNA1C,CACNA1C,Q01668|Q13936,Voltage-gated L-type calcium channel,BLOCKER,DrugCentral,Homo sapiens,1.0
1896,DMPWSEM,Lercanidipine,CACNA1D,CACNA1D,Q01668|Q13936,Voltage-gated L-type calcium channel,BLOCKER,DrugCentral,Homo sapiens,1.0
1901,DMPZI3Q,Ketoconazole,ABCB1,ABCB1,P08183,Multidrug resistance protein 1,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,ABCB11,ABCB11,O95342,Bile salt export pump,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,ADRA1D,ADRA1D,P25100,Alpha-1D adrenergic receptor,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,ADRA2A,ADRA2A,P08913,Alpha-2A adrenergic receptor,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,ADRA2B,ADRA2B,P18089,Alpha-2B adrenergic receptor,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,AOX1,AOX1,Q06278,Aldehyde oxidase,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CHRM2,CHRM2,P08172,Muscarinic acetylcholine receptor M2,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP11B1,CYP11B1,P15538,"Cytochrome P450 11B1, mitochondrial",INHIBITOR,DrugCentral,Homo sapiens,1.0
1901,DMPZI3Q,Ketoconazole,CYP11B2,CYP11B2,P19099,"Cytochrome P450 11B2, mitochondrial",INHIBITOR,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP17A1,CYP17A1,P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase",INHIBITOR,DrugCentral,Homo sapiens,1.0
1901,DMPZI3Q,Ketoconazole,CYP19A1,CYP19A1,P11511,Aromatase,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP21A2,CYP21A2,P08686,Cytochrome P450 21,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP24A1,CYP24A1,Q07973,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial",,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP27B1,CYP27B1,O15528,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP2C19,CYP2C19,P33261,Cytochrome P450 2C19,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP2C9,CYP2C9,P11712,Cytochrome P450 2C9,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP3A4,CYP3A4,P08684,Cytochrome P450 3A4,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP3A5,CYP3A5,P20815,Cytochrome P450 3A5,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,CYP51A1,CYP51A1,Q16850,Lanosterol 14-alpha demethylase,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,HRH2,HRH2,P25021,Histamine H2 receptor,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,IDO1,IDO1,P14902,"Indoleamine 2,3-dioxygenase 1",,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,KCNA10,KCNA10,Q16322,Potassium voltage-gated channel subfamily A member 10,BLOCKER,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,KCNH2,KCNH2,Q12809,Potassium voltage-gated channel subfamily H member 2,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,NR1I2,NR1I2,O75469,Nuclear receptor subfamily 1 group I member 2,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,OPRD1,OPRD1,P41143,Delta-type opioid receptor,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,SLC22A1,SLC22A1,O15245,Solute carrier family 22 member 1,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,SLC28A1,SLC28A1,O00337,Sodium/nucleoside cotransporter 1,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,SLC6A2,SLC6A2,P23975,Sodium-dependent noradrenaline transporter,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,SLC6A3,SLC6A3,Q01959,Sodium-dependent dopamine transporter,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,SLC6A4,SLC6A4,P31645,Sodium-dependent serotonin transporter,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,TACR2,TACR2,P21452,Substance-K receptor,,DrugCentral,Homo sapiens,
1901,DMPZI3Q,Ketoconazole,TBXAS1,TBXAS1,P24557,Thromboxane-A synthase,,DrugCentral,Homo sapiens,
1902,DMPZS7U,Oxyphenbutazone,FPR1,FPR1,P21462,fMet-Leu-Phe receptor,,DrugCentral,Homo sapiens,
1902,DMPZS7U,Oxyphenbutazone,NAPRT,NAPRT,Q6XQN6,Nicotinate phosphoribosyltransferase,,DrugCentral,Homo sapiens,
1902,DMPZS7U,Oxyphenbutazone,PTGIS,PTGIS,Q16647,Prostacyclin synthase,,DrugCentral,Homo sapiens,
1902,DMPZS7U,Oxyphenbutazone,PTGS1,PTGS1,P23219|P35354,Cyclooxygenase,INHIBITOR,DrugCentral,Homo sapiens,1.0
1902,DMPZS7U,Oxyphenbutazone,PTGS2,PTGS2,P23219|P35354,Cyclooxygenase,INHIBITOR,DrugCentral,Homo sapiens,1.0
1903,DMQ0RKZ,Nimodipine,ADORA3,ADORA3,P0DMS8,Adenosine receptor A3,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,CACNA1C,CACNA1C,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C,BLOCKER,DrugCentral,Homo sapiens,1.0
1903,DMQ0RKZ,Nimodipine,CACNA1D,CACNA1D,Q01668,Voltage-dependent L-type calcium channel subunit alpha-1D,BLOCKER,DrugCentral,Homo sapiens,1.0
1903,DMQ0RKZ,Nimodipine,CACNA1F,CACNA1F,O60840,Voltage-dependent L-type calcium channel subunit alpha-1F,GATING INHIBITOR,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,CACNA1H,CACNA1H,O95180,Voltage-dependent T-type calcium channel subunit alpha-1H,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,CACNA1S,CACNA1S,Q13698,Voltage-dependent L-type calcium channel subunit alpha-1S,GATING INHIBITOR,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,CACNG1,CACNG1,Q06432,Voltage-dependent calcium channel gamma-1 subunit,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,CNR1,CNR1,P21554,Cannabinoid receptor 1,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,CYP2C19,CYP2C19,P33261,Cytochrome P450 2C19,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,CYP2C9,CYP2C9,P11712,Cytochrome P450 2C9,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,CYP3A4,CYP3A4,P08684,Cytochrome P450 3A4,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,NR1H4,NR1H4,Q96RI1,Bile acid receptor,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,NR1I2,NR1I2,O75469,Nuclear receptor subfamily 1 group I member 2,,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,NR3C2,NR3C2,P08235,Mineralocorticoid receptor,ANTAGONIST,DrugCentral,Homo sapiens,
1903,DMQ0RKZ,Nimodipine,SLC28A1,SLC28A1,O00337,Sodium/nucleoside cotransporter 1,,DrugCentral,Homo sapiens,
1907,DMQ2FKJ,Teriflunomide,DHFR,DHFR,P00374,Dihydrofolate reductase,,DrugCentral,Homo sapiens,
